DOI	Cited title	Citation ID	CC paragraph	Citation_context	Cited_content	Citing DOI	PMCID	Label
10.1016/j.cub.2017.05.064	Animal communication: when I’m calling you, will you answer too?	cit0035	The subventricular zone and hippocampus contain neural stem cells that respond to a variety of stimuli. Different kinds of experimental traumatic brain injury models such as fluid percussive injury, 31 , 32  controlled cortical impact injury, 33 , 34  closed-head weight drop injury, 35  and acceleration-impact injury 36  have shown increased neural stem cells’ activation. All of these experimental studies have shown the most prevalent and notable endogenous cell response after traumatic brain injury is an elevated cell proliferation within neurogenic areas of the dentate gyrus and subventricular zone. It is well accepted that enhanced production of new neurons following the traumatic brain injury was detected predominantly in the hippocampus in the more seriously injured animals in many experimental studies. 37  More studies have discovered that injury-enhanced new granule neurons send out axonal projections into the targeted CA3 region implying their integration into the existing hippocampal circuitry, 37 , 38  and this injury-induced endogenous neurogenic stem cells’ response is directly associated with the inherent cognitive functional recovery after traumatic brain injury of rodents. 39 , 40	Different kinds of experimental traumatic brain injury models such as fluid percussive injury, 31 , 32  controlled cortical impact injury, 33 , 34  closed-head weight drop injury, 35  and acceleration-impact injury 36  have shown increased neural stem cells’ activation.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.2147/SCCAA.S369577	9289752	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When I’m calling you, will you answer too?	B138-molecules-25-05319	According to Hsu and Chung’s review (2012), the molecular mechanisms of emodin comprise cell cycle arrest, apoptosis, and the promotion of the expression of hypoxia-inducible factor 1α, glutathione  S -transferase  P , N -acetyltransferase, and glutathione phase I and II detoxification enzymes while inhibiting angiogenesis, invasion, migration, chemical-induced carcinogen-DNA adduct formation, HER2/neu, CKII kinase, and p34cdc2 kinase in human cancer cells [ 136 ]. It has been reported to inhibit tumor-associated angiogenesis through the inhibition of ERK phosphorylation. It also enjoys antiproliferative and antimetastatic effects [ 137 ]. It downregulates the expression of survivin and β-catenin, inducing DNA damage and inhibiting the expression of DNA repair [ 136 , 138 ]. It also inhibits the activity of casein kinase II (CKII) by competing at ATP-binding sites [ 136 , 139 ]. According to some findings, it upregulates hypoxia inducible factor HIF-1 and intracellular superoxide dismutases and boosts the efficacy of cytotoxic drugs [ 140 , 141 ].	It downregulates the expression of survivin and β-catenin, inducing DNA damage and inhibiting the expression of DNA repair [ 136 , 138 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/molecules25225319	7696819	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B69-polymers-15-00267	The widespread usage of pesticides, coloring agents, and PPCPs is a critical disquiet because they contaminate water and the majority of them are organic chemicals [ 69 ]. They can be hazardous to flora and fauna, and they can disrupt ecosystems by disrupting the oxygen/nitrogen balance in the water. They can spread and pollute a large region far beyond their point of origin through water flow. In many cases, only a trace amount of the contaminant is required to produce significant environmental and human health issues [ 70 ]. So, organic pollutants should be removed as much as possible before being discharged into a water system. Because of their broad, rigid, and persistent permeability, as well as appropriate surface FGs, COFs looked promising for massive organic compounds adsorption. Different adsorption methods have been observed depending on the impurities and the nature of COF functioning. Pore-size effect [ 71 ], H-bonding [ 72 ], hydrophobic interaction [ 68 ], and p–p interaction [ 73 ] are all major adsorption mechanisms, as shown in  Figure 5 . As evidenced by the capture of arylorganophosphorus flame retardants [ 74 ], pore size effects may sometimes become a significant cause in adsorptive removal.	The widespread usage of pesticides, coloring agents, and PPCPs is a critical disquiet because they contaminate water and the majority of them are organic chemicals [ 69 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/polym15020267	9866219	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B69-polymers-15-00267	Gas separation has also been accomplished using COF-based membranes. As constituents in mixed-matrix membranes, a variety of COFs with varied pore apertures and covalent connections was studied. COFs as fillers have been utilized in these membranes, and they function in the same way that they do in polymer matrices. For this, the persistent matrix phase polymer and dispersed filler phase must have similar strong affinity [ 66 ]. In these membranes, a synergistic effect has been observed among COFs and the polymer matrix, resulting in enhanced composite absorption. The amount of COF that is loaded into the mixed-matrix membrane has a significant impact on extraction efficiency. Due to the sheer role of well-spaced-out channels, low COF impregnation improves separation performance. However, if there is moderate COF in the membrane, the gas transport channels can become clogged, resulting in poor performance. For example, separating membranes with 0.4 wt% of COF-5 had the best CO 2 /N 2  selectivity and CO 2  permeability when matched with other COF-5/polyether block amides (Pebax-1657 matrix), membranes which contain different COF loadings [ 69 ].	For example, separating membranes with 0.4 wt% of COF-5 had the best CO 2 /N 2  selectivity and CO 2  permeability when matched with other COF-5/polyether block amides (Pebax-1657 matrix), membranes which contain different COF loadings [ 69 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/polym15020267	9866219	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	The first method is feature extraction/dimensional reduction, which transforms the original input feature into a reduced representation set. The second method is feature selection, which identifies relevant subsets while preserving the original information [10,11].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	A growing number of in silico tools appeared beneficial, identifying deleterious mutations related to diseases23,24.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Additionally, the evaluation of subaortic stenosis due to hypertrophic cardiomyopathy shows that occlusion alters leaflet kinematics [16].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	All three of these viruses share a similar route of transmission [5], such as unsafe sexual contact, blood and blood products, vertical transmission (mainly HBV), horizontal (child-to-child) and injections (mainly HCV) [6] and are preventable; HCV is curable [7].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Also, it has been found that parents with less than 12 years of education were more likely to report not having enough vaccination information compared with parents with some graduate school education [14, 15, 16, 17, 18].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Although nano emulsions are created by a uniform thin wrapper enclosing a hydrocarbon chamber, nanomaterials are a robust elastomeric matrix created using micro-emulsion polymer (Figure 5) (Vickers, 2017).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Although the workability of the blends decreases with a microsilica concentration of 20–30 % compared to 10 %, the introduction of microsilica has a significant effect on the mechanical characteristics at a higher level of replacement. [41–44].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Antimicrobial resistance (AMR) is a phenomenon that happens when bacteria evolve techniques to resist antibiotics intended to kill them, resulting in infections that are difficult to cure and an increased risk of disease transmission [9].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Approximately 20% of the infected patients developed hypoxia and ARDS leading to multiple organ failures (165).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Biogenically synthesized silver nanoparticles have been potent therapeutic agents with prominent antimicrobial properties [51–53].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Biological oxygen demand (BOD) is a traditional factor that effect on the operational and functional of wastewater treatment process and, effectiveness of WWTPs6.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
NO	Animal Communication: When I'm Calling You, Will You Answer Too?	NO	NO	Brucellosis is rare in pregnancy, with an incidence in endemic areas from 1.3% to 12.2% 3-5(8,9,10).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	NO	NO	Unrelated
